county_fips,poverty_estimate,poverty_percent,median_household_income,percent_uninsured,population_2022
39151,48 044,"13,2",64 557,,372657
39153,66 303,"12,6",66 034,,535882
39155,31 959,"16,2",54 406,,200643
39157,10 432,"11,5",59 626,,91937
39159,3 331,"5,2",104 512,,66898
39161,2 634,"9,3",59 377,,28769
39163,2 607,"20,9",51 015,,12565
39165,13 373,"5,5",104 523,,249778
39167,8 812,"15,3",59 196,,58901
39169,11 468,"10,2",70 121,,116559
39171,4 368,"12,3",60 983,,36652
39173,15 268,"12,1",67 254,,131592
39175,1 929,"9,1",65 631,,21567
40001,4 014,"20,7",47 799,,19576
40003,797,"17,9",58 045,,5637
40005,2 523,"20,0",46 160,,14262
40007,613,"12,4",64 431,,5016
40009,3 771,"19,3",53 119,,22009
40011,1 401,"16,9",54 616,,8409
40013,7 726,"16,4",53 782,,48182
40015,4 294,"19,1",51 071,,26198
40017,14 428,"8,7",81 761,,169149
40019,7 436,"15,5",56 052,,48510
40021,8 578,"18,5",49 403,,48098
40023,3 451,"24,4",41 999,,14358
40025,381,"17,0",50 900,,2252
40027,37 908,"13,3",70 923,,299587
40029,1 221,"23,3",44 040,,5313
40031,17 939,"15,9",55 600,,123046
40033,1 014,"18,7",51 036,,5477
40035,2 740,"20,6",48 922,,14123
40037,10 554,"14,7",57 545,,72699
40039,4 169,"15,8",54 056,,27886
40041,7 158,"17,5",54 799,,41413
40043,611,"14,1",55 444,,4401
40045,544,"15,1",54 087,,3657
40047,9 431,"15,6",55 515,,61920
40049,4 272,"16,8",49 245,,25713
40051,8 226,"15,0",66 930,,56658
40053,581,"14,4",55 657,,4124
40055,1 062,"22,8",40 545,,5547
40057,617,"26,1",41 170,,2428
40059,331,"10,7",65 228,,3129
40061,2 372,"20,5",44 536,,11641
40063,2 649,"22,8",43 773,,13407
40065,4 032,"17,0",53 513,,24556
40067,1 132,"21,3",44 188,,5389
40069,2 080,"20,8",48 452,,10406
40071,6 820,"16,0",53 066,,43668
40073,1 803,"12,0",73 023,,15293
40075,1 872,"22,8",44 959,,8345
40077,1 930,"20,7",42 409,,9630
40079,8 966,"19,0",47 026,,48907
40081,5 189,"15,3",54 922,,34188
40083,6 069,"12,0",76 331,,51933
40085,1 363,"13,5",64 723,,10218
40087,4 499,"10,0",75 474,,45306
40089,6 395,"20,9",44 465,,30931
40091,4 013,"20,9",43 700,,19451
40093,900,"12,2",63 840,,7502
40095,2 413,"15,5",51 341,,15882
40097,6 977,"17,8",50 174,,39589
40099,1 783,"13,5",60 307,,13672
40101,11 939,"19,1",53 035,,66354
40103,1 278,"12,0",61 415,,10896
40105,1 476,"15,7",54 339,,9483
40107,2 395,"23,8",43 544,,11134
40109,125 992,"16,0",61 580,,802559
40111,6 844,"19,2",45 754,,36990
40113,6 270,"14,1",58 677,,45839
40115,5 806,"19,8",47 855,,30338
40117,2 618,"16,9",54 690,,15757
40119,14 232,"19,4",51 236,,82794
40121,7 068,"17,1",47 930,,43613
40123,5 262,"14,1",56 077,,38141
40125,13 444,"19,2",52 695,,73533
40127,2 344,"22,1",39 267,,10769
40129,538,"16,3",55 183,,3320
40131,10 019,"10,3",72 952,,98836
40133,5 672,"25,0",44 114,,23351
40135,8 282,"21,2",47 450,,39667
40137,8 361,"19,4",55 309,,43710
40139,2 543,"12,7",60 719,,20495
40141,1 446,"21,1",44 333,,6977
40143,102 568,"15,4",63 442,,677358
40145,7 946,"9,2",73 851,,86644
40147,7 268,"14,0",61 704,,53242
40149,1 825,"17,4",54 789,,10732
40151,1 300,"17,2",54 020,,8587
40153,2 744,"14,7",61 248,,19990
41001,2 570,"15,5",54 382,,16938
41003,16 365,"17,8",70 117,,97630
41005,34 381,"8,2",96 915,,423177
41007,5 342,"12,9",63 667,,41695
41009,5 957,"11,2",77 572,,53588
41011,10 552,"16,5",55 983,,64990
41013,2 786,"10,6",69 563,,26375
41015,3 266,"13,9",54 595,,23598
41017,19 627,"9,6",84 281,,206549
41019,18 753,"16,9",55 837,,112297
41021,223,"11,2",69 038,,2018
41023,1 106,"15,5",58 348,,7218
41025,1 095,"14,8",56 001,,7515
41027,2 408,"10,1",75 818,,24048
41029,27 349,"12,5",68 239,,221644
41031,2 911,"12,0",65 600,,25330
41033,15 571,"18,0",54 983,,87730
41035,10 752,"15,5",54 961,,70212
41037,1 291,"16,5",54 707,,8385
41039,56 320,"15,1",64 192,,382353
41041,7 756,"15,5",57 216,,50813
41043,16 554,"12,8",67 265,,130467
41045,5 681,"19,8",49 380,,31879
41047,45 903,"13,6",70 861,,346703
41049,1 637,"13,4",67 524,,12300
41051,94 900,"12,1",79 432,,795083
41053,11 158,"12,7",77 156,,89614
41055,259,"13,3",71 460,,1955
41057,3 256,"12,0",64 877,,27574
41059,8 917,"11,8",71 012,,80215
41061,3 841,"14,9",57 091,,26177
41063,908,"12,0",61 648,,7659
41065,4 160,"16,0",60 506,,26561
41067,45 303,"7,6",98 706,,600176
41069,228,"15,9",49 716,,1445
41071,11 015,"10,7",77 969,,108226
42001,8 731,"8,6",76 554,,106027
42003,135 204,"11,3",71 973,,1233253
42005,7 982,"12,5",57 609,,64747
42007,16 640,"10,2",67 135,,165677
42009,5 913,"12,6",55 517,,47418
42011,45 310,"10,8",72 157,,430449
42013,15 337,"13,1",57 884,,121032
42015,7 360,"12,4",63 529,,59866
42017,37 561,"5,9",105 202,,645054
42019,16 947,"8,9",81 507,,197300
42021,20 467,"16,2",54 612,,131441
42023,571,"13,0",50 338,,4418
42025,6 600,"10,2",64 766,,65460
42027,22 171,"16,0",67 654,,158425
42029,29 965,"5,6",117 326,,545823
42031,4 821,"13,7",57 844,,37346
42033,8 635,"11,7",59 318,,77904
42035,4 650,"12,9",58 892,,37931
42037,8 498,"13,9",59 127,,64926
42039,10 976,"13,9",54 774,,82670
42041,20 090,"7,9",81 295,,268579
42043,34 778,"12,3",67 813,,288800
42045,53 893,"9,7",83 856,,575182
42047,3 009,"10,0",57 570,,30477
42049,38 149,"14,9",56 489,,267689
42051,21 097,"17,2",51 494,,125755
42053,1 038,"25,5",43 362,,6626
42055,13 339,"8,6",73 709,,156902
42057,1 608,"11,2",64 405,,14533
42059,4 164,"13,0",63 082,,34663
42061,5 036,"13,0",58 170,,43281
42063,10 759,"14,0",53 040,,82957
42065,5 738,"13,3",54 248,,43794
42067,2 555,"11,1",62 661,,23339
42069,27 211,"13,1",61 168,,215615
42071,48 929,"9,1",82 434,,556629
42073,10 521,"12,7",58 730,,84849
42075,15 850,"11,3",69 490,,144011
42077,41 650,"11,3",72 590,,376317
42079,47 930,"15,2",59 358,,326369
42081,12 939,"12,0",61 729,,113104
42083,5 725,"15,4",58 112,,39866
42085,12 979,"12,5",57 702,,109220
42087,6 660,"14,7",57 096,,45988
42089,20 227,"12,3",79 824,,167198
42091,55 916,"6,6",106 743,,864683
42093,1 680,"9,6",76 229,,18091
42095,32 077,"10,6",75 468,,318526
42097,12 222,"14,0",57 822,,90133
42099,3 968,"8,7",67 834,,46114
42101,325 746,"21,5",56 385,,1567258
42103,5 417,"9,0",81 886,,60558
42105,2 399,"15,0",53 935,,16220
42107,16 576,"12,2",63 680,,143104
42109,3 635,"9,8",62 382,,39652
42111,9 781,"14,3",50 516,,72710
42113,739,"13,1",59 957,,5855
42115,4 219,"11,2",63 413,,38074
42117,4 822,"12,2",61 190,,41106
42119,4 022,"11,4",65 521,,42744
42121,6 772,"13,8",52 449,,49777
42123,5 002,"13,5",56 707,,37808
42125,23 615,"11,5",70 751,,210383
42127,6 205,"12,8",56 973,,51173
42129,33 697,"9,7",71 152,,352057
42131,2 952,"11,6",67 643,,26014
42133,41 364,"9,1",79 938,,461058
44001,3 277,"6,9",101 158,,50360
44003,12 518,"7,4",84 230,,171275
44005,5 831,"7,2",92 795,,84481
44007,88 238,"14,0",74 190,,657288
44009,7 993,"6,5",99 015,,130330
45001,4 011,"17,0",50 325,,24356
45003,29 144,"17,0",67 728,,174150
45005,2 423,"36,7",35 249,,7579
45007,31 607,"15,3",62 708,,209581
45009,3 471,"28,4",37 952,,12908
45011,4 222,"21,2",45 080,,20414
45013,18 794,"10,0",83 687,,196371
45015,21 513,"9,0",79 259,,245117
45017,2 127,"15,2",55 642,,14179
45019,47 690,"11,6",79 969,,419279
45021,9 482,"17,3",50 403,,56121
45023,5 678,"17,9",53 488,,31931
45025,8 439,"19,6",44 574,,43683
45027,6 008,"20,3",46 202,,30913
45029,7 753,"20,3",47 933,,38599
45031,12 842,"20,9",50 427,,62398
45033,8 272,"30,3",37 752,,27738
45035,17 484,"10,7",74 730,,166133
45037,4 048,"16,4",61 318,,26932
45039,3 644,"18,1",50 743,,20455
45041,27 332,"20,4",52 650,,136721
45043,9 713,"15,2",59 457,,64722
45045,54 179,"10,1",71 833,,547950
45047,12 235,"18,4",49 867,,69267
45049,3 665,"21,9",43 987,,18113
45051,46 928,"12,5",61 375,,383101
45053,5 310,"17,2",61 838,,32039
45055,8 257,"12,3",61 015,,67751
45057,10 876,"10,6",70 113,,104577
45059,11 924,"18,0",53 847,,67965
45061,4 098,"27,9",41 583,,16153
45063,33 295,"11,0",73 022,,304797
45065,1 531,"17,0",56 636,,9764
45067,8 923,"31,6",37 244,,28450
45069,6 709,"28,7",39 160,,26039
45071,6 384,"17,4",55 050,,38247
45073,13 261,"16,7",61 716,,80180
45075,19 422,"24,6",42 209,,83094
45077,19 849,"16,0",55 333,,133462
45079,63 715,"16,2",61 010,,421566
45081,2 963,"15,8",57 291,,18938
45083,49 261,"14,6",58 535,,345831
45085,14 610,"14,4",56 937,,104012
45087,4 852,"18,4",46 461,,26752
45089,7 479,"26,3",39 757,,30058
45091,23 957,"8,3",83 692,,294248
46003,296,"11,1",61 013,,2755
46005,2 448,"12,9",59 508,,19376
46007,1 008,"30,7",49 152,,3336
46009,817,"14,5",62 963,,7062
46011,4 298,"13,3",71 166,,35484
46013,4 064,"11,0",71 731,,37972
46015,765,"14,8",60 133,,5321
46017,733,"39,7",30 659,,1861
46019,1 312,"12,3",64 528,,10774
46021,166,"12,4",65 591,,1349
46023,1 918,"21,5",54 367,,9213
46025,497,"13,5",62 559,,3912
46027,2 550,"20,0",55 263,,15280
46029,3 090,"10,9",65 009,,28721
46031,1 615,"42,4",39 329,,3826
46033,831,"9,3",75 336,,9006
46035,2 680,"13,7",63 753,,19973
46037,816,"15,2",62 786,,5479
46039,366,"8,5",77 694,,4352
46041,1 298,"25,4",50 048,,5140
46043,320,"12,1",73 934,,2776
46045,394,"10,1",72 004,,4065
46047,1 083,"15,1",56 976,,7370
46049,351,"18,0",60 853,,2126
46051,793,"10,9",70 409,,7463
46053,627,"16,2",49 239,,3962
46055,232,"12,9",58 799,,1826
46057,508,"8,2",73 995,,6352
46059,300,"9,7",64 536,,3140
46061,312,"9,3",79 488,,3461
46063,158,"11,9",65 168,,1330
46065,1 619,"9,6",79 301,,17692
46067,888,"12,7",64 422,,7368
46069,141,"12,3",64 416,,1184
46071,799,"28,8",45 190,,2821
46073,237,"14,9",57 560,,1650
46075,131,"14,9",60 864,,884
46077,514,"10,0",64 215,,5294
46079,1 040,"10,0",74 668,,10972
46081,2 842,"10,8",67 606,,27214
46083,3 755,"5,3",98 387,,70987
46085,812,"22,3",54 199,,3692
46087,538,"9,6",70 320,,5778
46089,365,"16,3",52 850,,2395
46091,530,"12,5",65 643,,4374
46093,2 299,"7,8",71 106,,30698
46095,644,"35,0",44 702,,1892
46097,269,"12,1",64 099,,2304
46099,18 266,"9,2",75 623,,203971
46101,725,"11,6",70 603,,6349
46102,5 529,"42,3",40 683,,13519
46103,15 784,"14,3",67 573,,114461
46105,427,"15,5",57 148,,2804
46107,235,"9,8",72 374,,2438
46109,1 727,"17,4",57 788,,10163
46111,316,"13,6",63 266,,2415
46115,722,"12,1",61 513,,6235
46117,252,"8,4",81 788,,2999
46119,111,"7,6",76 192,,1471
46121,3 598,"39,5",41 862,,9220
46123,1 053,"19,8",55 946,,5565
46125,724,"8,3",74 511,,8856
46127,1 020,"6,0",85 677,,17063
46129,785,"15,1",57 100,,5265
46135,2 420,"11,2",62 951,,23373
46137,929,"38,9",40 004,,2395
47001,10 167,"13,1",64 615,,78913
47003,6 431,"12,6",70 185,,51950
47005,2 649,"16,7",50 635,,16002
47007,2 907,"22,6",46 207,,14798
47009,13 365,"9,7",69 713,,139958
47011,14 210,"13,1",62 666,,110616
47013,7 956,"20,4",44 268,,39584
47015,1 563,"10,7",63 155,,14788
47017,4 353,"16,0",52 680,,28458
47019,10 052,"18,3",48 912,,56410
47021,3 582,"8,6",78 437,,41830
47023,2 460,"15,1",57 732,,17609
47025,6 259,"20,2",41 087,,32431
47027,1 546,"20,5",43 441,,7620
47029,8 235,"22,5",45 361,,36879
47031,9 937,"16,9",56 519,,59728
47033,2 264,"16,6",53 598,,13888
47035,8 833,"14,0",53 388,,63522
47037,95 816,"14,0",72 561,,708144
47039,1 915,"16,9",52 294,,11564
47041,3 245,"15,6",55 392,,21003
47043,6 135,"11,1",70 192,,55761
47045,6 131,"17,1",53 715,,36410
47047,4 486,"10,4",84 328,,43630
47049,4 428,"23,3",41 147,,19332
47051,5 530,"13,2",61 417,,43942
47053,7 424,"14,9",55 608,,50837
47055,4 708,"15,9",54 684,,30554
47057,3 956,"16,5",51 951,,24277
47059,11 835,"17,1",50 410,,71405
47061,2 887,"21,3",44 219,,13783
47063,9 734,"15,1",56 734,,65168
47065,43 066,"11,8",75 127,,374682
47067,1 819,"27,1",38 024,,6845
47069,4 824,"22,2",44 454,,25529
47071,6 278,"23,7",42 573,,27077
47073,8 385,"14,6",52 819,,58043
47075,3 571,"20,7",46 351,,17550
47077,4 634,"16,9",53 822,,27929
47079,4 941,"15,5",51 194,,32379
47081,3 489,"14,5",56 917,,25455
47083,1 101,"13,7",60 581,,8219
47085,2 381,"12,8",58 917,,19106
47087,2 254,"19,1",43 306,,11989
47089,6 138,"11,1",60 785,,56727
47091,3 686,"22,3",45 495,,18086
47093,55 899,"11,6",70 013,,494574
47095,1 622,"34,2",38 088,,6507
47097,4 449,"19,5",47 575,,24793
47099,6 112,"13,6",55 562,,45415
47101,1 841,"14,4",53 189,,12957
47103,4 966,"13,9",61 591,,36004
47105,5 881,"10,2",79 683,,58181
47107,8 003,"14,9",60 950,,54719
47109,4 424,"17,3",49 706,,25988
47111,3 793,"14,7",56 817,,26229
47113,14 152,"14,9",57 070,,99245
47115,4 000,"13,9",58 686,,29094
47117,3 905,"11,0",64 013,,35878
47119,11 092,"10,4",70 225,,108159
47121,2 176,"16,6",54 257,,13272
47123,7 002,"14,9",56 047,,47740
47125,25 722,"11,2",67 478,,235201
47127,664,"10,0",68 086,,6742
47129,3 253,"16,9",59 967,,21224
47131,5 068,"16,9",50 159,,30394
47133,3 444,"15,1",52 108,,23044
47135,1 438,"16,9",46 448,,8685
47137,810,"16,1",47 932,,5107
47139,2 717,"15,4",55 146,,17863
47141,15 140,"19,1",54 996,,82382
47143,4 752,"14,4",59 207,,33730
47145,7 203,"13,2",63 430,,55082
47147,6 825,"9,1",77 326,,75470
47149,33 552,"9,4",77 320,,360619
47151,4 675,"21,5",44 599,,22035
47153,2 889,"17,5",56 264,,16909
47155,11 335,"11,6",59 530,,98789
47157,150 180,"16,6",61 452,,916371
47159,2 551,"12,6",63 960,,20489
47161,1 814,"13,1",60 242,,14035
47163,24 274,"15,3",54 361,,160820
47165,15 086,"7,5",87 453,,203858
47167,8 453,"13,9",68 778,,61656
47169,1 609,"16,7",58 584,,12111
47171,2 624,"15,1",52 260,,17674
47173,3 281,"16,2",51 169,,20452
47175,969,"15,3",50 260,,6429
47177,6 223,"15,0",52 520,,42026
47179,18 496,"14,1",64 270,,136172
47181,2 792,"19,7",48 321,,16308
47183,5 568,"18,0",49 815,,33063
47185,4 567,"16,4",49 411,,28064
47187,10 671,"4,1",133 486,,260815
47189,11 221,"7,2",88 462,,158555
48001,8 553,"19,3",60 800,,58064
48003,2 223,"12,2",68 998,,18334
48005,13 520,"15,9",56 825,,87101
48007,4 263,"17,4",60 523,,24944
48009,789,"9,0",72 062,,8835
48011,184,"10,2",67 548,,1850
48013,8 191,"16,2",59 817,,50864
48015,4 625,"15,0",68 630,,31097
48017,1 084,"16,3",52 751,,6779
48019,2 580,"11,7",69 284,,22115
48021,12 789,"12,3",73 403,,106188
48023,473,"13,9",49 059,,3466
48025,6 613,"28,7",48 176,,30394
48027,53 701,"14,2",62 412,,388386
48029,314 925,"15,6",65 839,,2059530
48031,1 031,"8,4",82 236,,12418
48033,67,"11,5",75 186,,585
48035,2 277,"12,4",61 048,,18697
48037,16 274,"18,8",52 460,,92035
48039,38 062,"10,1",86 197,,388181
48041,49 079,"22,2",60 355,,242014
48043,1 239,"14,0",52 388,,9343
48045,220,"15,4",53 208,,1431
48047,1 804,"28,0",35 359,,6906
48049,6 377,"17,4",53 455,,38373
48051,2 839,"15,4",62 095,,18657
48053,4 642,"9,0",74 897,,52502
48055,6 652,"14,5",60 833,,47848
48057,3 071,"15,9",62 742,,19706
48059,1 932,"13,7",63 836,,14210
48061,95 070,"22,6",49 583,,425208
48063,2 290,"18,1",52 919,,12716
48065,495,"8,6",71 902,,5784
48067,4 902,"17,4",54 276,,28539
48069,1 197,"16,7",59 958,,7298
48071,4 236,"8,3",102 146,,51288
48073,8 284,"16,8",50 351,,51645
48075,1 101,"20,0",49 200,,6809
48077,1 108,"10,7",66 085,,10486
48079,657,"26,3",45 766,,2526
48081,501,"15,4",43 774,,3333
48083,1 401,"18,0",45 834,,7850
48085,55 552,"4,8",113 943,,1158696
48087,431,"16,9",52 093,,2568
48089,2 944,"14,5",59 711,,20754
48091,13 044,"7,1",92 979,,184642
48093,2 276,"16,6",51 559,,13878
48095,466,"20,2",51 191,,3340
48097,5 277,"12,5",66 466,,43050
48099,8 818,"12,2",63 428,,85057
48101,263,"20,2",45 351,,1307
48103,506,"11,4",67 889,,4546
48105,457,"15,8",71 851,,2943
48107,1 084,"22,0",46 457,,4998
48109,432,"20,1",52 160,,2155
48111,801,"11,1",61 636,,7241
48113,364 132,"14,2",70 871,,2600840
48115,2 339,"22,2",48 801,,12130
48117,3 071,"16,9",55 565,,18377
48119,888,"16,6",54 587,,5406
48121,75 587,"7,8",102 711,,977281
48123,3 599,"19,8",55 525,,19772
48125,279,"16,2",47 074,,1726
48127,2 057,"25,1",44 312,,8387
48129,537,"17,9",44 866,,3339
48131,2 426,"27,0",40 539,,9888
48133,2 567,"14,9",53 351,,17944
48135,25 752,"16,2",64 868,,160869
48137,291,"20,7",50 752,,1422
48139,18 830,"9,0",89 314,,212182
48141,179 428,"21,0",53 441,,868763
48143,5 198,"12,9",60 093,,43895
48145,3 247,"21,4",47 534,,17049
48147,4 662,"13,7",60 959,,37125
48149,2 651,"10,8",70 476,,24913
48151,612,"16,9",57 867,,3622
48153,1 106,"21,3",45 784,,5235
48155,174,"17,0",47 657,,1057
48157,69 965,"7,9",105 583,,889146
48159,1 444,"13,7",56 623,,10618
48161,2 874,"15,7",56 372,,19950
48163,3 706,"24,6",46 769,,17815
48165,3 239,"14,7",62 465,,22181
48167,47 446,"13,5",75 947,,357117
48169,1 073,"26,6",50 255,,6262
48171,2 613,"9,6",77 013,,27477
48173,106,"9,1",96 533,,1164
48175,1 025,"14,5",62 841,,7131
48177,3 011,"15,4",57 523,,19832
48179,3 244,"16,7",50 648,,21015
48181,15 629,"11,1",66 141,,143131
48183,19 744,"16,2",60 932,,125443
48185,4 386,"15,5",61 188,,30754
48187,17 172,"9,5",86 043,,182760
48189,6 435,"21,5",49 571,,31827
48191,643,"23,1",40 677,,2810
48193,1 118,"13,7",59 753,,8298
48195,574,"11,3",69 064,,5151
48197,572,"16,3",49 539,,3516
48199,7 590,"13,2",70 432,,57811
48201,775 281,"16,4",68 748,,4780913
48203,10 570,"15,7",64 636,,69955
48205,389,"9,0",84 165,,5208
48207,996,"20,4",48 587,,5403
48209,25 751,"9,9",89 074,,269225
48211,350,"11,2",73 212,,3217
48213,10 798,"13,0",62 843,,84511
48215,240 721,"27,4",48 825,,888367
48217,5 714,"15,6",57 566,,37329
48219,3 104,"14,9",56 923,,21161
48221,6 447,"9,8",75 545,,66373
48223,4 779,"12,8",64 249,,37804
48225,3 924,"20,1",49 741,,21950
48227,4 813,"17,0",59 598,,33672
48229,863,"35,7",39 582,,3432
48231,13 548,"12,9",68 019,,108282
48233,2 359,"11,9",65 019,,20215
48235,131,"8,6",77 768,,1530
48237,1 237,"15,8",54 132,,8922
48239,2 233,"15,2",61 953,,15142
48241,6 202,"19,4",50 763,,32484
48243,254,"13,3",58 285,,1903
48245,44 645,"18,8",55 065,,250830
48247,1 263,"26,9",43 782,,4763
48249,9 541,"24,8",48 252,,38826
48251,19 258,"10,0",76 747,,195506
48253,3 224,"22,0",51 894,,19935
48255,2 296,"19,5",61 860,,14836
48257,14 630,"8,6",92 814,,172366
48259,3 384,"7,0",120 238,,48973
48261,27,"7,6",43 274,,358
48263,82,"11,8",58 118,,740
48265,6 477,"12,5",59 619,,53741
48267,745,"16,9",51 851,,4422
48269,24,"10,3",87 856,,233
48271,563,"21,0",52 609,,3128
48273,7 761,"26,7",51 342,,30362
48275,613,"19,3",47 207,,3273
48277,7 422,"15,0",62 620,,50484
48279,2 235,"17,8",53 008,,12724
48281,2 928,"13,0",67 917,,22785
48283,1 485,"29,0",40 555,,6604
48285,2 521,"12,5",58 400,,20589
48287,2 170,"12,3",65 911,,17954
48289,2 265,"14,0",56 749,,16209
48291,19 323,"19,9",61 880,,101992
48293,3 972,"18,7",51 357,,22253
48295,383,"13,6",70 236,,2854
48297,1 892,"19,2",58 576,,11428
48299,2 857,"12,8",59 528,,22540
48301,2,"3,9",94 716,,51
48303,52 929,"17,3",59 138,,317561
48305,883,"15,6",56 754,,5724
48307,1 370,"18,6",45 915,,7497
48309,40 862,"16,0",63 160,,266836
48311,72,"12,6",67 525,,576
48313,1 915,"16,7",53 906,,13661
48315,1 695,"17,9",47 720,,9560
48317,710,"13,7",73 315,,5217
48319,497,"12,5",59 129,,3982
48321,7 106,"19,9",58 380,,36125
48323,12 535,"21,9",43 407,,57843
48325,6 070,"11,8",70 313,,53723
48327,398,"20,6",44 145,,1968
48329,19 792,"11,6",81 187,,171999
48331,4 189,"16,6",54 667,,25628
48333,646,"15,0",58 068,,4500
48335,1 451,"21,5",48 378,,8943
48337,3 084,"14,8",57 076,,21063
48339,57 427,"8,5",95 241,,678490
48341,2 392,"11,5",66 583,,20996
48343,2 218,"18,5",49 847,,12083
48345,188,"18,3",46 320,,1032
48347,14 076,"23,3",51 708,,64862
48349,12 232,"22,9",50 822,,54636
48351,2 162,"18,1",47 804,,12052
48353,2 605,"18,3",50 579,,14473
48355,59 461,"17,3",60 250,,351674
48357,1 118,"11,7",69 383,,9606
48359,194,"12,3",66 411,,1752
48361,11 655,"13,8",63 901,,84934
48363,4 549,"15,7",56 809,,29239
48365,3 063,"13,7",59 772,,22677
48367,12 854,"7,8",95 277,,165834
48369,1 327,"13,9",57 786,,9620
48371,2 300,"17,9",54 003,,14735
48373,9 204,"18,7",58 894,,53255
48375,21 130,"19,5",51 028,,115645
48377,1 354,"23,0",43 666,,5939
48379,1 770,"13,9",45 419,,12823
48381,12 193,"8,5",77 066,,146140
48383,355,"11,3",83 195,,3135
48385,457,"16,6",49 467,,2840
48387,2 200,"19,3",47 081,,11542
48389,2 589,"22,9",53 969,,12905
48391,1 145,"17,5",50 936,,6632
48393,76,"9,5",70 814,,803
48395,2 993,"17,6",57 796,,17153
48397,5 809,"4,7",124 291,,123208
48399,1 550,"16,0",52 729,,9859
48401,8 322,"17,4",55 085,,53333
48403,1 670,"16,8",50 564,,10048
48405,1 522,"19,9",49 591,,7857
48407,4 748,"16,8",57 855,,28348
48409,11 937,"17,2",62 919,,69954
48411,978,"18,9",51 350,,5824
48413,370,"16,0",54 168,,2357
48415,2 326,"15,2",60 387,,16686
48417,398,"12,6",64 690,,3186
48419,4 878,"20,5",51 551,,24008
48421,334,"12,1",73 395,,2799
48423,27 902,"11,8",67 978,,241922
48425,868,"9,0",75 568,,9757
48427,21 456,"32,8",35 758,,65728
48429,1 602,"18,9",50 710,,9390
48431,167,"12,1",75 895,,1417
48433,181,"15,8",53 153,,1182
48435,443,"13,8",68 838,,3217
48437,1 244,"19,9",52 148,,6881
48439,225 849,"10,6",76 285,,2154595
48441,22 632,"16,2",61 798,,145163
48443,126,"18,2",47 969,,693
48445,2 228,"20,6",46 998,,11567
48447,199,"12,9",50 997,,1550
48449,4 934,"16,0",58 411,,31208
48451,15 080,"13,1",60 348,,118892
48453,131 687,"10,1",95 151,,1326436
48455,2 205,"15,9",49 629,,13996
48457,3 166,"17,5",50 722,,20030
48459,6 553,"15,6",59 690,,42488
48461,482,"15,6",61 607,,3152
48463,5 983,"24,9",48 427,,24940
48465,9 706,"21,3",52 593,,47606
48467,8 488,"13,6",57 706,,62859
48469,13 969,"15,5",67 905,,91065
48471,11 970,"20,0",53 301,,78870
48473,7 974,"14,3",75 223,,61894
48475,1 581,"14,6",60 775,,10964
48477,4 606,"13,5",66 911,,36159
48479,55 124,"20,9",56 289,,267780
48481,6 017,"14,6",57 487,,41824
48483,727,"15,3",55 713,,4807
48485,18 368,"15,5",56 634,,129978
48487,2 025,"16,6",52 983,,12491
48489,5 082,"29,0",41 648,,20143
48491,41 275,"6,2",101 891,,671418
48493,5 481,"10,5",79 432,,52735
48495,1 009,"14,0",69 775,,7306
48497,6 023,"8,2",80 096,,74895
48499,5 895,"13,0",57 504,,46857
48501,1 038,"14,1",62 748,,7451
48503,2 792,"15,7",58 297,,17962
48505,4 508,"32,8",39 403,,13849
48507,2 709,"29,1",36 237,,9377
49001,685,"9,9",66 394,,7327
49003,4 923,"8,1",79 450,,61498
49005,16 598,"12,2",76 631,,140173
49007,2 748,"13,5",59 243,,20571
49009,74,"7,3",66 427,,1014
49011,23 448,"6,4",103 143,,369948
49013,2 760,"13,8",67 256,,20161
49015,1 168,"11,6",64 651,,10099
49017,479,"9,3",66 786,,5281
49019,1 051,"10,9",67 218,,9769
49021,7 723,"12,7",66 499,,62429
49023,946,"7,6",94 181,,12567
49025,734,"9,2",66 609,,8227
49027,1 380,"10,5",67 318,,13330
49029,514,"4,0",119 482,,12832
49031,215,"14,5",54 495,,1487
49033,231,"8,8",71 800,,2628
49035,90 158,"7,7",91 713,,1186257
49037,3 208,"22,8",50 452,,14359
49039,4 096,"15,2",65 044,,29724
49041,2 185,"10,1",73 014,,22069
49043,2 316,"5,4",132 358,,43036
49045,5 151,"6,5",91 353,,79934
49047,4 402,"11,9",67 554,,37141
49049,55 585,"8,1",95 085,,702434
49051,1 808,"5,0",115 793,,36619
49053,18 880,"9,7",75 572,,197680
49055,305,"11,5",63 705,,2645
49057,22 590,"8,5",83 465,,269561
50001,3 037,"8,8",79 526,,37578
50003,3 986,"11,0",69 249,,37392
50005,3 632,"12,1",61 554,,30579
50007,15 769,"9,8",86 579,,169301
50009,722,"12,1",54 570,,5994
50011,4 316,"8,6",76 395,,50731
50013,642,"8,6",76 260,,7489
50015,2 361,"9,2",65 190,,26090
50017,3 032,"10,3",73 057,,29846
50019,3 713,"13,8",56 818,,27666
50021,7 261,"12,4",61 290,,60366
50023,5 382,"9,3",77 432,,60048
50025,4 821,"10,9",61 976,,45842
50027,4 992,"8,7",74 244,,58142
51001,5 236,"16,0",56 357,,33191
51003,9 024,"8,4",94 727,,114534
51005,1 966,"13,5",52 412,,14835
51007,1 510,"11,3",65 835,,13455
51009,3 953,"12,8",61 271,,31589
51011,1 996,"12,0",62 375,,16748
51013,15 822,"6,8",131 020,,234000
51015,6 185,"8,2",77 487,,78064
51017,500,"12,6",59 763,,4049
