fips_full,rural_urban,avg_ratio
22033,urban,1.4237785376551584
22035,rural,0.2453546164879664
22039,rural,1.6904058898530496
22041,rural,0.42365616518416443
22051,urban,1.9031825332017187
22053,urban,1.0326175875757584
22055,urban,0.9609409213543525
22059,rural,1.0904927017783372
22061,rural,3.2510146509456046
22065,rural,0.27983416457545407
22069,rural,0.995025309958411
22071,urban,1.811152137154399
22073,urban,0.31111539523233733
22077,urban,0.1369200683410491
22079,urban,1.6993329696515218
22081,rural,1.4225261891902905
22083,urban,0.5745555664080996
22099,urban,0.5546257854855555
22101,rural,2.454791148464661
22103,urban,2.021223114423725
22105,urban,2.6506091765785187
22111,urban,0.2683800273899392
22113,urban,0.9047722343111341
22115,rural,1.5566508768964253
22119,rural,0.5596034317316361
22123,rural,0.5705697084951011
23001,urban,1.0019004737331092
23003,rural,0.5089669749359441
23005,urban,0.874660968241931
23007,rural,0.4861115510348341
23009,rural,0.3356848073802848
23011,rural,0.48514952601121736
23013,rural,0.6706073997323488
23015,rural,0.3864879938046751
23017,rural,0.3295165297983682
23019,urban,0.6479061065634381
23021,rural,0.24957503584760837
23025,rural,0.26432616517174984
23027,rural,0.26806688554525265
23029,rural,0.26442592182673136
23031,urban,0.4710225227243063
24003,urban,0.7708231404551047
24005,urban,0.659987302646854
24009,urban,0.5508471626360927
24013,urban,0.6464252936464281
24015,urban,0.4360819839366352
24017,urban,0.6409007876314503
24021,urban,0.6416888480031422
24025,urban,0.6455523007469093
24027,urban,0.7324736572232737
24029,rural,0.23688961338151465
24031,urban,0.7797129341536776
24039,urban,0.1326157539852639
24041,rural,0.4720067047763251
24043,urban,0.836195950330838
24045,urban,1.0053544846199058
24047,rural,0.32601516821116794
25001,urban,0.9196065568344264
25003,urban,0.4168400804976299
25005,urban,1.5734341224681054
25007,rural,0.22368706406714742
25009,urban,1.2265362594656897
25011,rural,0.8023132379129996
25013,urban,3.106180550255012
25015,urban,0.7832162688775147
25017,urban,1.1364181063674874
25019,rural,0.2004069642257051
25021,urban,1.3011800729235057
25023,urban,1.2149665902052373
25025,urban,1.0366907124089402
25027,urban,1.18637448080178
26001,rural,1.6570338014663093
26003,rural,0.20008440784475856
26005,rural,0.5343379451954781
26007,rural,0.5680651781213718
26011,rural,0.5245393588889202
26013,rural,0.22062771433560502
26015,urban,0.3444564678499433
26017,urban,2.0836773210828103
26019,urban,0.19929506760629806
26021,urban,0.7354246438463661
26023,rural,0.6998650629804029
26025,urban,2.7423020876174036
26027,urban,0.3742433687467343
26029,rural,0.22872581966108613
26033,rural,0.4873719623697433
26037,urban,1.1830396279483195
26039,rural,0.6017504713922248
26041,rural,0.34373582406044295
26043,rural,0.5427172704811406
26045,urban,0.14917807492353113
26047,rural,1.0876568669542102
26049,urban,2.5008442235523924
26051,rural,0.1907736393868852
26053,rural,0.3265595757983454
26055,urban,1.320859422281718
26057,rural,0.6764045727383634
